id,lat,lng
0,42.3380386,-71.1050514
1,42.36496075,-71.072508
2,42.365019333333336,-71.103005
3,42.343457,-71.06926899999999
4,42.3505332,-71.0451064
5,42.363551,-71.127178
6,42.311819,-71.035705
7,42.346684714285715,-71.08646814285714
8,42.336028666666664,-71.120023
9,42.37150125,-71.11791037500001
10,42.380978,-71.107067
11,42.34691566666667,-71.1014165
12,42.37122733333333,-71.06192266666667
13,42.351526,-71.06046342857142
14,42.331889266666664,-71.08886150000001
15,42.36008714285714,-71.05441185714285
16,42.32575333333333,-71.058019
17,42.37826725,-71.096901
18,42.3511574,-71.0740536
19,42.357247,-71.146452
20,42.36235475,-71.08979525
21,42.354535999999996,-71.13644766666667
22,42.33793732,-71.07714557999999
23,42.351787,-71.1200025
