id,lat,lng
0,42.34839066666667,-71.12111433333334
1,42.36874175,-71.062727
2,42.364976142857145,-71.09693371428571
3,42.3320504,-71.08592525
4,42.372419428571426,-71.11767171428572
5,42.32575333333333,-71.058019
6,42.33559566666667,-71.11555266666666
7,42.35717691666667,-71.056732
8,42.33793732,-71.07714557999999
9,42.380411200000005,-71.1014586
10,42.349230875,-71.071886875
11,42.35521375,-71.13894875
12,42.34944816666667,-71.04709766666667
13,42.311819,-71.035705
14,42.346684714285715,-71.08646814285714
15,42.34691566666667,-71.1014165
16,42.364058666666665,-71.12464566666667
17,42.36529275,-71.07724925
18,42.336292199999995,-71.1020128
